name,gender,origin
Dikay,m,tr
Dikbaş,m,tr
Dikbay,m,tr
Dikboğa,m,tr
Dikçam,m,tr
Dikdal,m,tr
Dikeç,m,tr
Dikel,m,tr
Diken,m,tr
Diker,m,tr
Dikey,m,tr
Dikmen,u,tr
Diksoy,m,tr
Diktaş,m,tr
Dil,u,tr
Dila,f,pr
Dilan,f,pr
Dilara,f,n/a
Dilaşup,f,pr
Dilaver,m,n/a
Dilay,f,n/a
Dilbaz,f,pr-tr
Dilbent,f,pr
Dilber,f,pr
Dilberay,f,n/a
Dilbeste,f,pr
Dilbu,f,pr
Dildade,f,pr
Dildar,f,pr
Dilderen,f,pr
Dilefruz,f,pr
Dilege,f,tr
Dilek,f,n/a
Dilem,m,tr
Dilemre,m,tr
Diler,f,n/a
Dilercan,m,pr-tr
Dilferah,f,pr
Dilfeza,f,pr
Dilfigar,f,pr
Dilfiruz,f,pr
Dilge,u,tr
Dilhan,f,n/a
Dilhayat,f,pr
Dilhun,f,pr
Dilhuş,f,pr
Dilmaç,m,tr
Dilman,f,tr
Dilmen,u,tr
Dilnişin,f,pr
Dilnur,f,pr
Dilruba,f,pr
Dilsafa,f,pr
Dilşah,f,pr
Dilşat,f,n/a
Dilsaz,f,pr
Dilşen,f,pr
Dilşikar,f,pr
Dilsitan,f,pr
Dilsuz,f,pr
Dilyar,m,n/a
Dinç,m,tr
Dinçalp,m,tr
Dinçay,u,tr
Dinççağ,m,tr
Dinçel,u,tr
Dinçer,m,n/a
Dinçerk,m,tr
Dinçkal,m,tr
Dinçkaya,m,tr
Dinçkök,m,tr
Dinçkol,m,tr
Dinçmen,m,tr
Dinçok,m,tr
Dinçol,m,tr
Dinçöz,m,tr
Dinçsan,m,tr
Dinçsav,m,tr
Dinçsay,m,tr
Dinçsel,m,tr
Dinçsoy,m,tr
Dinçsü,m,tr
Dinçtaş,m,tr
Dinçtürk,m,tr
Dindar,m,ar
Dirahşan,f,pr
Dirayet,f,ar
Diren,u,n/a
Direnç,m,tr
Diri,m,tr
Diribaş,m,tr
Dirican,m,pr-tr
Dirik,m,tr
Diriker,m,tr
Dirikök,m,tr
Diril,m,tr
Dirim,m,tr
Dirimtekin,m,tr
Dirin,m,pr
Diriner,m,pr
Dirisoy,m,tr
Dirlik,u,tr
Dirsehan,m,tr
Diyar,u,n/a
Dizdar,m,pr
Doğa,m,n/a
Doğan,m,n/a
Doğanalp,m,tr
Doğanay,u,tr
Doğanbaş,m,tr
Doğanbey,m,tr
Doğanbike,f,tr
Doğaner,m,tr
Doğangün,m,tr
Doğanhan,m,tr
Doğannur,f,ar-tr
Doğanşah,m,pr-tr
Doğantan,m,tr
Doğantimur,m,tr
Doğay,f,tr
Doğru,m,tr
Doğruel,m,tr
Doğruer,m,tr
Doğruol,m,tr
Doğruöz,m,tr
Doğu,m,n/a
Doğudan,m,tr
Doğuer,m,tr
Doğuhan,m,tr
Doğukan,m,n/a
Doğuş,m,tr
Dolan,m,tr
Dolaner,m,tr
Dölaslan,m,tr
Dolay,m,tr
Dölek,m,tr
Dölen,u,tr
Dölensoy,m,tr
Dolun,u,tr
Dolunay,u,n/a
Domaniç,m,tr
Domurcuk,f,tr
Donat,m,tr
Döndü,f,tr
Döne,f,tr
Dönmez,m,tr
Dönmezcan,m,pr-tr
Dönmezer,m,tr
Dönmezsoy,m,tr
Dönmeztekin,m,tr
Dönü,m,tr
Dönüş,f,tr
Dora,u,tr
Dorak,m,tr
Doru,m,tr
Doruk,m,n/a
Dorukhan,m,tr
Dorukkan,m,tr
Dorukkurt,m,tr
Dorukkut,m,tr
Doruktekin,m,tr
Doruktepe,m,tr
Dost,m,pr
Dudu,f,pr
Dudubikem,f,pr
Duduhan,f,pr
Duhan,f,ar
Duhter,f,pr
Dülge,m,tr
Dülger,m,pr
Duman,m,tr
Dumanbey,m,tr
Dumlu,m,tr
Dumrul,m,tr
Dündar,m,ar
Dündaralp,m,pr
Dünya,m,n/a
Dura,m,tr
Duracan,m,pr-tr
Durak,m,tr
Dural,m,tr
Durali,m,tr
Duran,m,tr
Duranay,m,tr
Duraner,m,tr
Duransoy,m,tr
Durantekin,m,tr
Duray,m,tr
Durcan,f,pr-tr
Dürdane,f,n/a
Durdu,u,tr
Dürefşan,f,pr
Durgun,m,tr
Durguner,m,tr
Durgunsu,m,tr
Durhan,m,tr
Düri,f,ar
Düriye,f,ar
Durkadın,f,tr
Durkaya,m,tr
Durkız,f,tr
Durmuş,m,n/a
Dürnev,f,ar
Dürri,m,ar
Dürriye,f,n/a
Dürrüşehvar,f,ar
Durşen,m,tr
Dursun,m,tr
Dursunali,m,tr
Dursune,f,tr
Duru,u,tr
Durualp,m,tr
Durubay,m,tr
Durucan,m,pr-tr
Durugül,f,pr-tr
Duruhan,m,tr
Duruiz,m,tr
Duruk,m,tr
Durukadın,f,tr
Durukal,m,tr
Durukan,m,n/a
Durul,m,n/a
Duruöz,m,tr
Durusan,m,tr
Durusel,m,ar-tr
Durusoy,m,tr
Durusu,u,n/a
Durutekin,m,tr
Durutürk,m,tr
Duşize,f,pr
Düşün,m,tr
Düşünsel,m,tr
Düşvar,m,pr
Duyal,m,n/a
Duygu,f,n/a
Duygun,f,tr
Duysal,f,tr
Duyu,m,tr
Düzel,m,tr
Düzey,m,tr
Düzgün,m,tr
Ebecen,m,tr
Ebed,m,ar
Ebet,m,ar
Ebrak,m,ar
Ebrar,u,n/a
Ebru,f,n/a
Ebubekir,m,ar
Ece,f,n/a
Ecebay,m,tr
Ecebey,m,tr
Ecegül,f,pr-tr
Ecehan,u,tr
Ecekan,m,tr
Ecem,f,n/a
Ecemiş,m,tr
Ecenur,f,ar-tr
Ecer,u,tr
Ecevit,m,tr
Ecir,m,ar
Ecmel,u,n/a
Ecrin,f,n/a
Ecvet,m,ar
Eda,f,ar
Edadil,f,ar
Edagül,f,ar-pr
Ede,m,tr
Edgü,m,tr
Edgüalp,m,tr
Edgübay,m,tr
Edgüer,m,tr
Edgükan,m,tr
Edhem,m,ar
Edibe,f,ar
Edip,m,n/a
Edis,f,tr
Ediz,m,n/a
Efdal,m,n/a
Efe,m,tr
Efecan,m,n/a
Efekan,m,tr
Efendi,m,tr
Efgan,m,pr
Efgen,m,pr
Efgende,m,pr
Efkar,m,ar
Eflatun,m,n/a
Efnan,m,ar
Efrasiyap,m,pr
Efruz,m,pr
Efsa,f,n/a
Efser,u,pr
efsun,f,n/a
Eftal,f,pr
Eftalya,f,n/a
Efza,f,pr
Ege,m,n/a
Egehan,m,n/a
Egemen,m,n/a
Egenur,f,ar-tr
Egesel,m,tr
Eğilmez,m,tr
Eğrek,m,tr
Ehed,m,ar
Ehil,f,ar
Ehlimen,m,ar
Ejder,m,n/a
Ejderhan,m,pr
Ekber,m,n/a
Eke,m,tr
Ekemen,m,tr
Eken,m,tr
Ekenel,m,tr
Ekener,m,tr
Ekim,u,tr
Ekin,f,n/a
Ekinci,m,tr
Ekiner,m,tr
Ekmel,m,ar
Ekrem,m,n/a
Ela,f,n/a
Elaldı,f,tr
Elanur,f,n/a
Elbek,m,tr
Elbeyi,m,tr
Elbirle,f,tr
Elbirlik,f,tr
Elçi,m,tr
Elçibey,m,tr
Elçim,f,n/a
Elçin,f,n/a
Eldem,m,n/a
Eldemir,m,tr
Elfaz,m,ar
Elfida,f,n/a
Elgin,u,tr
Elhan,m,ar
Eliaçık,m,tr
Elibol,m,tr
Elidemir,m,tr
Elif,f,n/a
Elife,f,ar
Elik,f,tr
Elitaş,m,tr
Elitez,m,tr
Eliüstün,m,tr
Eliuz,m,tr
Elmas,f,n/a
Elöve,m,tr
Elöver,m,tr
Elvan,f,n/a
Elveda,f,ar
Elver,m,tr
Elverdi,m,tr
Elveren,m,tr
Elvin,u,ar
Elyesa,m,ar
Elzem,f,tr
Emanet,u,ar
Emanullah,m,ar
Embiya,m,ar
Emcet,m,ar
Emeç,m,tr
Emek,u,tr
Emel,f,n/a
Emet,m,ar
Emetullah,f,ar
Emin,m,n/a
Emine,f,n/a
Eminel,m,tr
Emir,m,n/a
Emirhan,m,n/a
Emirşah,m,ar
Emra,f,n/a
Emrah,m,ar
Emran,m,ar
Emre,m,n/a
Emri,m,ar
Emriye,f,ar
Emrullah,m,ar
Emsal,u,ar
Enbiya,m,ar
Enç,m,tr
Ender,m,n/a
Eneç,m,tr
Ener,m,tr
Eneren,m,tr
Energin,m,tr
Enes,m,n/a
Enfal,m,ar
Enfes,f,ar
Engin,m,n/a
Enginalp,m,tr
Enginay,u,tr
Enginel,m,tr
Enginer,m,tr
Enginiz,u,tr
Enginsoy,m,tr
Enginsu,u,tr
Engintalay,m,tr
Engiz,m,tr
Engür,m,tr
Enhar,m,ar
Enis,m,n/a
Enise,f,n/a
Enmutlu,m,tr
Ensar,m,n/a
Ensari,m,ar
Enver,m,n/a
Er,m,tr
Eracar,m,tr
Erakalın,m,tr
Erakıncı,m,tr
Eraksan,m,tr
Eral,m,tr
Eralkan,m,tr
Eralp,m,tr
Eraltay,m,tr
Eranay,m,n/a
Erandaç,m,tr
Eranıl,m,tr
Eraslan,m,tr
Eratlı,m,tr
Eray,m,n/a
Eraydın,m,tr
Erbaş,m,tr
Erbaşat,m,tr
Erbatur,m,tr
Erbay,u,tr
Erbelgin,m,tr
Erben,m,tr
Erberk,m,ar-tr
Erbey,m,tr
Erbil,u,n/a
Erbilek,m,tr
Erbilen,m,tr
Erbilir,m,tr
Erboğa,m,tr
Erboy,m,tr
Ercan,m,tr
Erce,m,tr
Erçelik,m,tr
Erçetin,m,tr
Erçevik,m,tr
Ercihan,m,pr-tr
Erçil,f,tr
Erçin,m,n/a
Ercivan,m,pr-tr
Erciyes,m,pr-tr
Ercüment,m,n/a
Erdağ,m,tr
Erdal,m,n/a
Erdem,m,n/a
Erdemalp,m,tr
Erdemay,f,tr
Erdemer,m,tr
Erdemir,m,tr
Erdemli,m,tr
Erden,m,n/a
Erdenalp,m,tr
Erdenay,u,tr
Erdener,m,tr
Erdeniz,m,tr
Erdeşir,m,pr
Erdi,u,tr
Erdibay,m,tr
Erdibek,m,tr
Erdibey,m,tr
Erdibike,f,tr
Erdibikem,f,tr
Erdil,m,pr-tr
Erdilek,m,tr
Erdin,m,tr
Erdinç,m,n/a
Erdiner,m,tr
Erdoğ,m,tr
Erdoğan,m,n/a
Erdoğdu,m,tr
Erdoğmuş,m,tr
Erdöl,m,tr
Erdölek,m,tr
Erdönmez,m,tr
Erdur,m,tr
Erduran,m,tr
Erdurdu,m,tr
Erdurmuş,m,tr
Erdursun,m,tr
Erduru,m,tr
Erek,m,tr
Ereken,m,tr
Erel,u,tr
Erem,m,n/a
Eren,m,n/a
Erenalp,m,tr
Erenay,m,n/a
Erencan,m,pr-tr
Erendemir,m,tr
Erendiz,u,tr
Erenel,m,tr
Erengüç,m,tr
Erengül,f,pr-tr
Erengün,f,tr
Erenkara,m,tr
Erenler,m,tr
Erenöz,m,tr
Erensoy,m,tr
Erensü,m,tr
Erentürk,m,tr
Erenuluğ,m,tr
Erer,m,tr
Ergalip,m,ar-tr
Ergazi,m,ar-tr
Erge,f,tr
Ergem,f,tr
Ergen,m,tr
Ergenç,m,tr
Ergenekon,m,tr
Ergener,m,tr
Ergi,m,tr
Ergil,m,tr
Ergin,m,n/a
Erginal,m,tr
Erginalp,m,tr
Erginay,m,tr
Erginbay,m,tr
Ergincan,m,pr-tr
Erginel,m,tr
Erginer,m,tr
Erginsoy,m,tr
Ergintuğ,m,tr
Ergök,m,tr
Ergökmen,m,tr
Ergönen,m,tr
Ergönül,m,tr
Ergör,m,tr
Ergüç,m,tr
Ergüden,m,tr
Ergüder,m,tr
Ergül,u,tr
Ergüleç,m,tr
Ergülen,u,tr
Ergüler,u,tr
Ergümen,m,tr
Ergun,m,n/a
Ergunalp,m,tr
Ergünay,m,tr
Erguner,m,tr
Ergüneş,m,tr
Ergüney,m,tr
Erguvan,f,pr
Ergüven,m,tr
Ergüvenç,m,tr
Erhan,m,n/a
Erhun,m,n/a
Eribe,f,ar
Erik,m,tr
Eriker,m,tr
Erim,m,n/a
Erimel,m,tr
Erimer,m,tr
Erimşah,m,pr-tr
Erin,u,tr
Erinç,m,n/a
Erincek,m,tr
Erinçer,m,tr
Erincik,m,tr
Erip,m,ar
Eripek,m,tr
Eriş,u,tr
Erişen,f,tr
Erişkin,m,tr
Eriz,m,tr
Erışık,m,tr
Erk,m,tr
Erkal,m,tr
Erkam,m,ar
Erkan,m,n/a
Erkarslan,m,tr
Erkaş,m,tr
Erkaya,m,tr
Erke,u,tr
Erkel,m,tr
Erker,m,tr
Erkin,m,n/a
Erkiner,m,tr
Erkılıç,m,tr
Erkınay,m,tr
Erkınel,m,tr
Erkıral,m,tr
Erkış,m,tr
Erkman,m,tr
Erkmen,m,tr
Erkmenol,m,tr
Erkoç,m,tr
Erkoçak,m,tr
Erkol,m,tr
Erksal,m,tr
Erksan,m,tr
Erksoy,m,tr
Erksun,m,tr
Erktin,m,tr
Erkul,m,tr
Erkunt,m,tr
Erkurt,m,tr
Erkuş,m,tr
Erkut,m,n/a
Erkutay,m,tr
Erkutlu,m,tr
Erlik,m,tr
Erman,m,n/a
Ermiş,m,tr
Ermiye,f,ar
Ermutlu,m,tr
Erna,f,ar
Ernoyan,m,ar
Ernur,m,tr
Eroğan,m,tr
Eröge,m,tr
Eroğlu,m,tr
Eroğul,m,tr
Eroğuz,m,tr
Erokay,m,tr
Erol,m,n/a
Eronat,m,tr
Eröz,m,tr
Erozan,m,tr
Ersagun,m,tr
Erşahan,m,tr
Ersal,m,tr
Ersalmış,m,tr
Ersan,m,tr
Erşat,m,n/a
Ersav,m,tr
Ersavaş,m,tr
Ersay,m,tr
Ersayın,m,tr
Erseç,m,tr
Ersel,m,tr
Ersen,m,n/a
Erserim,m,tr
Erşet,m,ar
Ersev,m,tr
Erseven,m,tr
Ersever,m,tr
Ersevin,m,tr
Ersevinç,m,tr
Ersezen,m,tr
Ersezer,m,tr
Ersin,u,n/a
Erson,m,tr
Ersoy,m,tr
Ersöz,m,tr
Ersu,m,tr
Ersun,m,tr
Ersunal,m,tr
Ertaç,m,n/a
Ertan,m,n/a
Ertaş,m,tr
Ertay,m,tr
Ertaylan,m,tr
Erte,m,tr
Ertek,m,tr
Erteke,m,tr
Ertekin,m,tr
Ertem,m,n/a
Erten,u,tr
Ertepınar,m,tr
Ertim,m,tr
Ertin,m,tr
Ertingü,m,tr
Ertok,m,tr
Ertop,m,tr
Ertöre,m,tr
Ertuğ,m,tr
Ertugay,m,tr
Ertuğrul,m,n/a
Ertün,m,tr
Ertuna,m,tr
Ertunç,m,tr
Ertunca,m,tr
Ertuncay,m,tr
Ertunga,m,tr
Erturan,m,tr
Ertüre,m,tr
Ertürk,m,ar
Ertut,m,tr
Ertüze,m,tr
Ertüzün,m,tr
Erülgen,m,tr
Erün,m,tr
Erünal,m,tr
Erüstün,m,tr
Erva,u,n/a
Ervin,f,pr
Eryalçın,m,tr
Eryaman,m,tr
Eryavuz,m,tr
Eryetiş,m,tr
Eryiğit,m,tr
Eryıldız,m,tr
Eryılmaz,m,tr
Erzade,m,pr-tr
Erzan,u,pr
Erzi,m,tr
Esad,m,n/a
Esat,m,n/a
Eşay,f,tr
Ese,m,tr
Esedullah,m,ar
Esen,f,n/a
Esenbay,m,tr
Esenboğa,m,tr
Esendağ,m,tr
Esendal,u,tr
Esendemir,m,tr
Esenel,m,tr
Esener,m,tr
Esengül,f,tr
Esengün,f,tr
Esenkal,m,tr
Esenkul,m,tr
Esentimur,m,tr
Esentürk,m,tr
Eser,u,n/a
Esergül,f,pr-tr
Esertaş,m,tr
Eşfak,m,ar
Esim,u,tr
Esin,f,n/a
Esiner,m,tr
Eşit,m,tr
Eskin,m,tr
Eskinalp,m,tr
Eslek,m,tr
Eslem,u,n/a
Esma,f,n/a
Esmahan,f,ar
Esmanur,f,n/a
Eşmen,u,tr
Esmer,f,ar
Esmeray,f,n/a
Esna,f,ar
Esra,f,n/a
Eşraf,m,ar
Eşref,m,n/a
Esvet,m,ar
Ethem,m,n/a
Eti,m,tr
Etik,f,tr
Etike,f,tr
Evcan,u,tr
Evcil,u,tr
Evcimen,u,tr
Evdegül,f,pr-tr
Evecen,f,tr
Evgin,m,tr
Evhat,m,ar
Evin,f,n/a
Evirgen,m,tr
Evliya,m,ar
Evnur,f,ar-tr
Evran,m,tr
Evren,m,n/a
Evrenata,m,tr
Evrensel,m,tr
Evrim,m,n/a
Evrimer,m,tr
Evsa,f,ar
Evşen,f,n/a
Eylem,m,tr
Eylül,f,n/a
Eymen,m,ar
Eyşan,f,n/a
Eyşe,f,n/a
Eyüp,m,n/a
Eyyam,m,ar
Ezel,m,n/a
Ezelhan,m,ar
Ezeli,f,ar
Ezgi,f,n/a
Ezgin,f,tr
Ezgü,m,tr
Ezgüer,m,tr
Ezgütekin,m,tr
Ezo,f,n/a
Fadik,f,ar
Fadile,f,ar
Fadim,f,ar
Fadime,f,n/a
Fadıl,m,n/a
Fadıla,f,ar
Fahim,m,ar
Fahime,f,ar
Fahir,m,n/a
Fahire,f,ar
Fahrettin,m,n/a
Fahri,m,n/a
Fahriye,f,n/a
Fahrünissa,f,n/a
Fahrünnisa,f,ar
Faik,m,n/a
Faika,f,ar
Faiz,m,ar
Faize,f,ar
Fakih,m,ar
Fakihe,f,ar
Fakir,m,n/a
Fakirullah,m,ar
Falih,m,ar
Fani,m,ar
Farabi,m,ar
Fariha,f,ar
Farik,m,ar
Faris,m,ar
Farise,f,ar
Faruk,m,ar
Fasih,m,ar
Fasihe,f,ar
Fatih,m,n/a
Fatin,m,ar
Fatine,f,ar
Fatıma,f,n/a
Fatma,f,n/a
Fatmagül,f,ar-pr
Fatmanur,f,n/a
Fato,f,ar
Fatoş,f,n/a
Faysal,m,ar
Fazilet,f,n/a
Fazıl,m,n/a
Fazıla,f,ar
Fazlı,m,ar
Fazlullah,m,ar
Fecir,f,ar
Fecri,m,ar
Fecriye,f,ar
Feda,u,ar
Fedai,m,ar
Fedakar,u,ar
Fehamet,u,ar
Fehamettin,m,ar
Fehim,m,n/a
Fehimdar,m,ar
Fehime,f,n/a
Fehmi,m,n/a
Fehmiye,f,ar
Fekahet,f,ar
Felat,m,ar
Felek,u,ar
Fenni,m,ar
Fenniye,f,ar
Fer,m,pr
Feragat,m,ar
Ferah,f,n/a
Ferahet,f,pr
Ferahfeza,f,pr
Ferahi,m,pr
Ferahnisa,f,ar
Ferahnüma,f,ar
Ferahnur,f,ar
Ferahru,f,ar
Feramuş,m,pr
Feramuz,m,pr
Feraset,f,ar
Feray,f,n/a
Feraye,u,n/a
Fercan,m,pr
Ferda,f,n/a
Ferdal,m,pr
Ferdane,f,ar
Ferdaniye,f,ar
Ferdar,m,pr
Ferdi,m,n/a
Ferdiye,f,ar
Fereç,m,ar
Fergün,f,ar
Ferhan,m,n/a
Ferhat,m,n/a
Ferhattin,m,ar
Ferhun,m,pr
Ferhunde,f,n/a
Feri,f,ar
Feribe,f,pr
Ferican,f,pr
Ferid,m,n/a
Feride,f,n/a
Feridun,m,n/a
Ferih,m,ar
Feriha,f,ar
Feriser,f,pr
Ferişte,f,pr
Ferit,m,n/a
Feritkan,m,ar
Feriz,m,tr
Ferkan,m,tr
Ferman,m,pr
Fermani,m,pr
Fermude,f,pr
Fernur,f,pr
Ferruh,m,n/a
Fersan,m,pr
Fersoy,u,pr-tr
Feruzat,m,pr
Feruze,f,ar
Ferve,f,pr
Ferzan,m,pr
Ferzane,f,pr
Ferzend,m,pr
Fesih,m,ar
Fetanet,f,ar
Fethi,m,n/a
Fethiye,f,ar
Fethullah,m,ar
Fetih,m,ar
Fettah,m,ar
Fevzi,m,n/a
Fevziye,f,ar
Fevzullah,m,ar
Feyha,u,ar
Feyiz,m,ar
Feyman,u,pr
Feyyaz,m,n/a
Feyza,f,n/a
Feyzan,u,ar
Feyzettin,m,ar
Feyzi,m,n/a
Feyziye,f,ar
Feyzullah,m,n/a
Feza,m,n/a
Fezahan,m,ar
Fezai,m,ar
Fezanur,f,ar
Fidan,f,n/a
Fidangül,f,ar
Fide,f,ar
Figan,f,pr
Figen,f,n/a
Fikir,f,ar
Fikret,m,n/a
Fikrettin,m,ar
Fikri,m,n/a
Fikriye,f,n/a
Filbahar,f,pr
Filiz,f,n/a
Filizer,m,pr
Firaz,f,pr
Firdevs,f,n/a
Firdevsi,m,pr
Firkat,f,ar
Firuz,m,pr
Firuzan,f,pr
Firuze,f,ar
Fişengi,m,n/a
Fisun,f,ar
Fırat,m,n/a
Fıtnat,f,ar
Fuad,m,n/a
Fuat,m,n/a
Fügen,f,pr
Ful,f,ar
Fuldem,f,n/a
Fulden,f,n/a
Fulya,f,n/a
Funda,f,n/a
Füreyya,f,n/a
Furkan,m,n/a
Füruzan,f,n/a
Füruzende,f,pr
Füsun,f,n/a
Füsunkâr,f,pr
Fütüvvet,m,ar
Fuzuli,m,ar
Gaffar,m,n/a
Gafir,m,ar
Gafur,m,n/a
Galibe,f,ar
Galip,m,n/a
Gamze,f,n/a
Gani,m,n/a
Ganime,f,ar
Ganimet,f,ar
Ganiye,f,ar
Garibe,f,ar
Garip,m,n/a
Gavsi,m,ar
Gaye,f,n/a
Gayret,m,ar
Gayur,m,ar
Gazal,u,ar
Gazale,f,ar
Gazanfer,m,ar
Gazel,m,ar
Gazi,m,n/a
Gedik,m,tr
Gedikbaş,m,tr
Gedikbay,m,tr
Gediktaş,m,tr
Gediz,u,tr
Gelenay,f,tr
Gelener,m,tr
Gelengül,f,pr-tr
Gelin,f,tr
Gelincik,f,n/a
Gelinkız,f,tr
Genç,m,tr
Gençağa,m,tr
Gencal,m,tr
Gencalp,m,tr
Gencaslan,m,tr
Gençay,u,tr
Gence,m,tr
Gencel,m,tr
Gençer,m,tr
Gençkal,m,tr
Genco,m,n/a
Gençsav,m,tr
Gençsoy,m,tr
Gençsu,m,tr
Gençtan,m,tr
Gençtürk,m,tr
Genez,m,tr
Geray,m,tr
Gerçek,m,tr
Gerçeker,m,tr
German,m,pr
Gevher,f,pr
Gevheri,m,pr
Gezenay,m,tr
Gezer,f,tr
Gezgin,m,tr
Gezginer,m,tr
Giray,m,n/a
Girayalp,m,tr
Girayer,m,tr
Girayhan,m,tr
Girgin,m,tr
Girginalp,m,tr
Girginer,m,tr
Girginkoç,m,tr
Girizan,f,pr
Giz,m,tr
Gizay,m,tr
Gizem,f,n/a
Gizer,m,tr
Gizmen,m,tr
Gıyas,m,ar
Gıyasettin,m,ar
Gıyasi,m,ar
Göcek,m,tr
Göçen,m,tr
Göçer,m,tr
Göçmen,m,tr
Göğem,u,tr
Göğen,m,tr
Göğünç,f,tr
Göğüş,m,tr
Gök,f,tr
Gökalp,m,tr
Gökay,m,n/a
Gökbaran,m,pr-tr
Gökbay,m,tr
Gökbayrak,m,tr
Gökbel,m,tr
Gökbelen,m,tr
Gökben,f,n/a
Gökberk,m,n/a
Gökbey,m,tr
Gökbora,m,tr
Gökbörü,m,tr
Gökbudak,m,tr
Gökbudun,m,tr
Gökbulut,m,tr
Gökcan,m,n/a
Gökçe,f,n/a
Gökçebala,m,tr
Gökçebalan,m,tr
Gökçebel,m,tr
Gökçebey,m,tr
Gökçeer,m,tr
Gökçek,u,tr
Gökçel,u,tr
Gökçem,f,tr
Gökçen,f,n/a
Gökçer,m,tr
Gökçesu,m,tr
Gökçil,m,tr
Gökçin,u,tr
Gökçül,m,tr
Gökçün,m,tr
Gökdal,m,tr
Gökdemir,m,tr
Gökdeniz,m,tr
Gökdoğan,m,tr
Gökduman,f,tr
Gökel,m,tr
Göken,m,tr
Göker,m,n/a
Gökgöl,m,tr
Gökhan,m,n/a
Gökhun,m,n/a
Gökmen,m,n/a
Gökmenalp,m,tr
Gökmener,m,tr
Gökmete,m,tr
Göknel,m,tr
Göknil,u,n/a
Göknur,f,n/a
Gökperi,f,pr-tr
Göksal,u,tr
Göksaltuk,m,tr
Göksan,m,tr
Göksav,m,tr
Göksay,m,tr
Göksel,m,n/a
Gökselen,f,tr
Gökşen,u,tr
Göksenin,m,tr
Gökser,m,tr
Göksev,u,tr
Gökseven,m,tr
Göksever,m,tr
Gökşin,f,n/a
Göksoy,m,tr
Göksu,u,n/a
Göksun,u,tr
Göktalay,m,tr
Göktan,m,tr
Göktaş,m,tr
Göktay,m,tr
Gökten,m,tr
Göktöre,m,tr
Göktuğ,m,tr
Göktulga,m,tr
Göktuna,m,tr
Göktunç,m,tr
Göktürk,m,n/a
Gökyay,m,tr
Gölge,f,tr
Gönç,m,tr
Gonca,f,n/a
Goncafem,f,pr
Goncafer,f,pr
Goncagül,f,pr
Goncater,f,pr
Gonce,f,pr
Göndem,m,tr
Gönder,m,tr
Gönen,m,tr
Gönenç,u,tr
Gönener,m,tr
Gönül,f,tr
Gönülay,f,tr
Gönülden,f,tr
Gönüldeş,m,tr
Göral,m,tr
Görbil,m,tr
Görez,f,tr
Görgü,m,tr
Görgüç,m,tr
Görgün,m,tr
Görgünay,m,tr
Görgüncan,m,pr-tr
Görk,m,tr
Görkel,m,tr
Görkem,u,n/a
Görkemli,u,tr
Görker,m,tr
Görkey,m,tr
Görklü,u,tr
Görkmen,m,tr
Görksev,m,tr
Görsev,f,tr
Gövem,f,tr
Gövez,m,tr
Göymen,m,tr
Göyük,m,tr
Göyünç,m,tr
Gözal,f,tr
Gözalan,f,tr
Gözay,m,tr
Gözaydın,m,tr
Gözde,f,n/a
Göze,f,tr
Gözegir,m,tr
Gözem,u,tr
Gözen,f,n/a
Gözenç,f,tr
Gözlem,f,tr
Gözütok,m,tr
Güç,m,tr
Gücal,m,tr
Gücalp,m,tr
Gücel,m,tr
Gücer,m,tr
Güçeren,m,tr
Güçermiş,m,tr
Güçhan,m,tr
Güçkan,m,tr
Güçkanat,m,tr
Güçlü,m,tr
Güçlübay,m,tr
Güçlüer,m,tr
Güçlühan,m,tr
Güçlükhan,m,tr
Güçlütürk,m,tr
Güçmen,m,tr
Güçsal,m,tr
Güçsalan,m,tr
Güçsan,m,tr
Güçsel,m,tr
Gücümen,m,tr
Güçyener,m,tr
Güçyeter,m,tr
Güdek,m,tr
Güder,m,tr
Güfte,f,pr
Güher,f,n/a
Gül,f,n/a
Gülaç,f,pr
Gülaçtı,f,pr
Gülafet,f,pr
Gülal,f,pr
Gülan,f,pr
Gülara,f,pr
Gülaslı,f,pr
Gülasya,f,pr
Gülaver,f,pr
Gülay,f,n/a
Gülaydın,f,pr
Gülayım,f,pr
Gülayşe,f,pr
Gülbadem,f,pr
Gülbağ,f,pr
Gülbahar,f,n/a
Gülbanu,f,pr-tr
Gülbay,m,pr
Gülbeden,f,pr
Gülbek,m,tr
Gülben,f,pr-tr
Gülbende,f,tr
Gülbeniz,f,tr
Gülberk,f,pr
Gülbeşeker,f,pr
Gülbey,m,tr
Gülbeyaz,f,pr-tr
Gülbeyi,m,tr
Gülbike,f,tr
Gülbikem,f,tr
Gülbil,f,tr
Gülbin,f,n/a
Gülbitti,f,pr
Gülbiz,f,n/a
Gülboy,f,pr
Gülbu,f,pr
Gülbün,f,pr
Gülbüz,f,pr
Gülcan,f,n/a
Gülcanan,f,pr
Gülce,f,n/a
Gülçehre,f,ar-pr
Gülcemal,f,n/a
Gülçiçek,f,pr
Gülcihan,f,pr
Gülçimen,f,pr
Gülçin,f,n/a
Gülçün,f,pr
Güldal,f,pr-tr
Güldalı,f,pr-tr
Güldan,f,pr
Güldane,f,pr
Güldeğer,f,pr
Güldehan,f,pr
Güldehen,f,pr
Güldem,f,n/a
Güldemet,f,pr
Gülden,f,n/a
Güldeniz,f,pr-tr
Güldenur,f,pr
Gülder,f,pr
Gülderen,f,pr-tr
Güldermiş,f,pr
Güldeste,f,n/a
Güldilek,f,pr
