name,gender,origin
Aba,f,tr
Abaç,f,tr
Abaca,f,tr
Abacan,f,pr-tr
Abad,m,pr
Abay,m,tr
Abayhan,m,n/a
Abaza,f,ar
Abbad,m,ar
Abbas,m,ar
Abdal,m,ar
Abdi,m,ar
Abdülâlim,m,ar
Abdülazim,m,ar
Abdülaziz,m,ar
Abdülbaki,m,ar
Abdülbari,m,ar
Abdülbasir,m,ar
Abdülbasit,m,ar
Abdülbedi,m,ar
Abdülberr,m,ar
Abdülcabbar,m,ar
Abdülcebbar,m,ar
Abdülcelil,m,ar
Abdülcemal,m,ar
Abdülcevat,m,ar
Abdülehad,m,ar
Abdülesed,m,ar
Abdülevvel,m,ar
Abdülezel,m,ar
Abdülferid,m,ar
Abdülferit,m,ar
Abdülfettah,m,ar
Abdülgaffar,m,ar
Abdülgaffur,m,ar
Abdülgafur,m,ar
Abdülgani,m,ar
Abdülhadi,m,ar
Abdülhak,m,ar
Abdülhakim,m,ar
Abdülhalik,m,ar
Abdülhalim,m,ar
Abdülhamit,m,ar
Abdülkadir,m,ar
Abdülkahhar,m,ar
Abdülkerim,m,ar
Abdullah,m,ar
Abdüllatif,m,ar
Abdülmecit,m,ar
Abdülmelik,m,ar
Abdülmennan,m,ar
Abdülmetin,m,ar
Abdülnasır,m,ar
Abdülvahap,m,ar
Abdülvahit,m,ar
Abdürrahim,m,ar
Abdurrahman,m,ar
Abdürrauf,m,ar
Abdürreşid,m,ar
Abdürreşit,m,ar
Abdürrezzak,m,ar
Abdüşşahid,m,ar
Abdüssamed,m,ar
Abdüssamet,m,ar
Abdüssami,m,ar
Abdüşşekür,m,ar
Abdüsselam,m,ar
Abdüssemi,m,ar
Abdüssettar,m,ar
Abdüzzahir,m,ar
Abdüzzeki,m,ar
Abendam,f,pr
Aber,m,ar
Abgül,f,pr
Abgun,m,pr
Abher,u,ar
Abhiz,m,pr
Abid,m,ar
Abide,u,ar
Abidin,m,ar
Abil,m,ar
Abit,m,ar
Abiye,f,ar
Abıhayat,f,ar-pr
Abılayhan,m,tr
Abır,m,tr
Abıru,f,pr
Abışkanoyan,m,tr
Ablak,m,tr
Abraş,m,ar
Abruy,f,pr
Abşar,f,ar
Abuşka,m,tr
Abuzer,m,pr
Abuzettin,m,ar
Aca,m,tr
Acabay,m,tr
Acabey,m,tr
Acahan,m,tr
Açalya,f,gr
Açangül,f,tr
Acar,m,n/a
Acaralp,m,tr
Acarbay,m,tr
Acarbegüm,f,tr
Acarbey,m,tr
Acarbike,f,tr
Acarbüke,f,tr
Acarer,m,tr
Acarhatun,f,tr
Acarkan,u,tr
Acarkatun,f,tr
Acarman,m,tr
Acaröz,m,tr
Acarsoy,m,tr
Acartürk,m,tr
Acatay,m,n/a
Açe,f,tr
Açelya,f,n/a
Acem,m,ar
Acer,f,ar
Açine,m,tr
Acıdaş,m,tr
Açıkalın,m,tr
Açıkel,m,tr
Açıker,m,tr
Açıkgün,m,tr
Açıl,f,tr
Açılay,f,tr
Açkıngül,f,pr-tr
Aclan,m,ar
Acun,m,tr
Acunal,m,tr
Acunalan,m,tr
Acunalp,m,tr
Acunbegim,f,tr
Acunbegüm,f,tr
Acunbike,f,tr
Acunbüke,f,tr
Acuner,m,tr
Acungüneş,f,tr
Acunışık,f,tr
Acunman,m,tr
Acunseven,m,tr
Ad,m,ar
Ada,m,tr
Adahan,m,tr
Adak,u,tr
Adal,m,tr
Adalan,m,tr
Adaleddin,m,ar
Adalet,f,n/a
Adalettin,m,ar
Adam,m,ar
Adamış,m,tr
Adanan,m,tr
Adanır,u,tr
Adar,u,tr
Adarkan,m,tr
Adaş,m,tr
Adasal,m,tr
Aday,m,tr
Adem,m,ar
Adetullah,m,ar
Adeviye,f,ar
Adil,m,tr
Adile,f,n/a
Adilhan,m,ar
Adin,m,ar
Adiy,m,ar
Adıbelli,u,tr
Adıgün,m,tr
Adıgüzel,u,tr
Adışah,f,pr-tr
Adısanlı,m,tr
Adısönmez,m,n/a
Adıvar,m,tr
Adıyahşi,m,tr
Adıyaman,m,tr
Adlan,m,tr
Adlı,m,tr
Adlığ,m,tr
Adnan,m,ar
Adni,m,ar
Adniye,f,ar
Adsız,m,tr
Adsoy,m,tr
Adviye,f,ar
Afacan,m,tr
Afak,u,ar
Afer,m,ar
Afet,f,n/a
Affan,m,tr
Afi,f,ar
Afif,m,ar
Afife,f,n/a
Afitap,f,n/a
Afiye,f,ar
Afiyet,f,ar
Afra,f,n/a
Afşar,m,tr
Afşin,m,tr
Aftabe,f,pr
Afuv,m,ar
Ağa,m,tr
Ağabay,m,tr
Ağacan,m,pr
Agah,m,n/a
Ağahan,m,tr
Ağahanım,f,tr
Ağahatun,f,tr
Ağakan,m,tr
Ağakatun,f,tr
Ağan,u,tr
Ağanbegim,f,tr
Ağanbegüm,f,tr
Ağanbike,f,tr
Ağanbüke,f,tr
Ağaner,m,tr
Ağaoğlu,m,tr
Ağar,m,tr
Ağarantan,m,tr
Ağaverdi,m,tr
Ağbacı,f,tr
Ağbegim,f,tr
Ağbegüm,f,tr
Ağbet,f,tr
Ağbilek,f,tr
Ağca,u,tr
Ağcabey,m,tr
Ağçelik,m,tr
Ager,m,tr
Ağgül,f,pr-tr
Agil,m,pr
Ağın,m,tr
Ağırtaş,m,tr
Ağış,u,tr
Ağkız,f,tr
Ağnak,m,tr
Agra,m,ar
Aguş,f,pr
Ağyar,m,ar
Ahad,m,ar
Ahavi,m,ar
Ahbari,m,ar
Ahdi,m,ar
Ahen,m,pr
Ahenk,f,pr
Ahfa,u,ar
Ahfaz,m,ar
Ahfeş,m,ar
Ahi,m,ar
Ahid,m,ar
Ahıska,m,tr
Ahkaf,m,ar
Ahla,f,ar
Ahlas,m,ar
Ahmed,m,n/a
Ahmer,m,ar
Ahmet,m,ar
Ahnef,m,ar
Ahnes,m,ar
Ahra,f,ar
Ahsa,u,ar
Ahsen,f,ar
Ahter,u,pr
Ahu,f,n/a
Ahver,m,ar
Ahves,m,ar
Aişe,f,ar
Ajda,f,n/a
Ajlan,m,ar
Ak,f,tr
Aka,m,tr
Akabay,m,tr
Akabe,m,ar
Akabey,m,tr
Akad,m,n/a
Akadlı,m,tr
Akağan,m,tr
Akal,m,tr
Akalan,m,tr
Akalın,u,tr
Akalp,m,tr
Akaltan,m,tr
Akan,m,tr
Akanay,u,tr
Akaner,m,tr
Akansel,m,tr
Akansu,m,tr
Akant,m,tr
Akanyıldız,m,tr
Akar,m,tr
Akarca,m,tr
Akarçay,m,tr
Akarsel,m,ar-tr
Akarsu,u,tr
Akartuna,m,tr
Akartürk,m,tr
Akasma,u,tr
Akasoy,m,tr
Akasya,f,n/a
Akata,m,tr
Akatay,m,tr
Akay,u,tr
Akaydın,m,tr
Akbacı,f,tr
Akbal,u,tr
Akbaran,m,pr-tr
Akbaş,m,tr
Akbaşak,u,tr
Akbatu,m,tr
Akbatur,m,tr
Akbay,m,tr
Akbayar,m,tr
Akbehmen,m,tr
Akbek,m,tr
Akbel,m,tr
Akbet,m,tr
Akbey,m,tr
Akbil,m,tr
Akbilge,u,tr
Akboğa,m,tr
Akbora,m,tr
Akbörü,m,tr
Akboy,m,tr
Akbudun,m,tr
Akbuğ,m,tr
Akbulut,m,tr
Akburak,m,tr
Akburç,m,ar-tr
Akburçak,m,tr
Akça,u,tr
Akçabay,m,tr
Akçael,m,tr
Akçagül,f,pr-tr
Akçakan,m,tr
Akçakaya,m,tr
Akçakiraz,f,tr
Akçakıl,m,tr
Akçakoca,m,tr
Akçal,m,tr
Akçalı,m,tr
Akçam,m,tr
Akçan,u,pr-tr
Akçar,m,tr
Akçasu,u,tr
Akçay,m,tr
Akcebe,m,tr
Akçer,m,tr
Akçiçek,f,tr
Akçit,m,tr
Akcivan,m,pr-tr
Akçığır,m,tr
Akçıl,u,tr
Akçınar,m,pr-tr
Akçora,m,tr
Akda,f,ar
Akdağ,m,tr
Akdal,m,tr
Akdamar,m,tr
Akdemir,m,tr
Akdeniz,m,tr
Akdes,u,tr
Akdik,m,tr
Akdiken,m,tr
Akdil,m,tr
Akdoğ,m,tr
Akdoğan,m,tr
Akdoğdu,m,tr
Akdoğmuş,m,tr
Akdoğu,m,tr
Akdöl,m,tr
Akdolun,f,tr
Akdora,m,tr
Akdoru,m,tr
Akdoruk,m,tr
Akduman,m,tr
Akdur,m,tr
Akdurmuş,m,tr
Akel,m,tr
Aker,m,tr
Akergin,m,tr
Akerman,m,tr
Akersan,m,tr
Akersoy,m,tr
Akgil,m,tr
Akgiray,m,tr
Akgöl,m,tr
Akgöze,m,tr
Akgüç,m,tr
Akgül,f,n/a
Akgün,f,n/a
Akgündüz,m,tr
Akgüner,m,tr
Akgüneş,u,tr
Akgüngör,u,tr
Akhan,m,tr
Akhanım,f,tr
Akhun,m,tr
Akibe,f,ar
Akide,f,ar
Akif,m,tr
Akife,f,ar
Akil,m,n/a
Akile,u,n/a
Akip,m,ar
Akipek,f,tr
Akis,f,ar
Akı,m,tr
Akıalp,m,tr
Akılbek,m,ar
Akıllı,m,ar-tr
Akıman,m,tr
Akın,m,n/a
Akınal,m,tr
Akınalp,m,tr
Akıncı,m,tr
Akıncıbay,m,tr
Akıner,m,tr
Akıneri,m,tr
Akıntan,m,tr
Akkadın,f,tr
Akkan,m,tr
Akkar,f,tr
Akkaş,m,tr
Akkaya,m,tr
Akkaynak,m,tr
Akkemik,m,tr
Akkerman,m,pr-tr
Akkılıç,m,tr
Akkın,m,tr
Akkız,f,ar-tr
Akkor,f,tr
Akköz,m,tr
Akkurt,m,tr
Akkuş,m,tr
Akkutlu,f,tr
Akkuyaş,m,tr
Aklan,m,tr
Akmaç,m,tr
Akman,m,tr
Akmanalp,m,tr
Akmaner,m,tr
Akmar,f,ar
Akmaral,f,tr
Akmer,f,ar
Akmeriç,m,tr
Aknur,f,ar-tr
Akol,f,tr
Akönder,m,tr
Akören,m,tr
Aköz,m,tr
Akozan,m,tr
Akpay,m,pr-tr
Akpınar,u,tr
Akpolat,m,tr
Akpulat,m,tr
Aksal,m,tr
Aksan,m,tr
Aksarı,f,tr
Aksay,m,tr
Aksel,u,tr
Akşemseddin,m,tr
Aksen,f,tr
Akser,m,pr-tr
Akses,u,tr
Akseven,f,tr
Aksevil,f,tr
Akşit,m,tr
Aksın,u,tr
Aksöğüt,m,tr
Aksoy,u,tr
Aksu,u,tr
Aksülün,f,tr
Aksun,m,tr
Aksuna,f,tr
Aksunar,m,tr
Aksuner,m,tr
Aksungur,m,tr
Aksüyek,u,tr
Aktaç,m,pr-tr
Aktalay,m,tr
Aktan,m,n/a
Aktar,m,tr
Aktaş,m,tr
Aktay,m,tr
Aktekin,m,tr
Aktemür,m,tr
Aktimur,m,tr
Aktı,m,tr
Aktolga,m,tr
Aktolun,f,tr
Aktuğ,m,tr
Aktün,m,tr
Aktuna,u,tr
Aktunç,m,tr
Aktürk,m,tr
Akün,u,tr
Akünal,m,tr
Akvarol,m,tr
Akyel,m,tr
Akyiğit,m,tr
Akyipek,f,tr
Akyıl,u,tr
Akyıldız,u,tr
Akyol,m,tr
Akyön,m,tr
Akyürek,m,tr
Akyurt,m,tr
Akyüz,m,tr
Ala,u,tr
Alaaddin,m,ar
Alâattin,m,ar
Alabaş,m,tr
Alabay,m,tr
Alabegim,f,tr
Alabegüm,f,tr
Alabezek,f,tr
Alaca,m,tr
Alaçam,m,tr
Alacan,m,pr-tr
Alaçuk,m,tr
Aladoğan,m,tr
Alageyik,f,tr
Alagöz,f,tr
Alagün,f,tr
Alahan,m,tr
Alakız,f,tr
Alakoç,m,tr
Alakurt,m,tr
Alakuş,u,tr
Alamet,u,tr
Alan,m,tr
Alanalp,m,tr
Alanay,m,tr
Alanbay,m,tr
Alaner,m,tr
Alangoya,f,n/a
Alangu,f,n/a
Alanur,f,ar-tr
Alapınar,f,tr
Alara,f,n/a
Alarcın,f,n/a
Alat,m,tr
Alatan,m,tr
Alataş,m,tr
Alatay,m,tr
Alay,m,tr
Alaybey,m,tr
Alayunt,f,tr
Alaz,f,tr
Albayrak,m,tr
Albeni,f,tr
Albora,m,tr
Alburak,m,ar
Alcan,m,pr-tr
Alçiçek,f,tr
Alçin,f,n/a
Alçık,m,tr
Alçınsu,m,tr
Aldemir,m,n/a
Aldeniz,f,tr
Aldoğan,m,tr
Alem,m,ar
Âlem,m,ar
Alemdar,m,pr
Alemşah,f,ar-pr
Âlemşah,u,ar-pr
Âlemtap,f,ar-pr
Alev,f,n/a
Alevnaz,f,pr-tr
Aleyna,f,n/a
Algan,m,tr
Algın,m,tr
Algış,f,tr
Algu,m,tr
Alguhan,m,tr
Algül,f,pr-tr
Algun,m,tr
Algur,m,tr
Alhan,m,tr
Ali,m,ar
Alican,m,n/a
Alihan,m,pr
Alika,f,ar
Alikadr,m,ar
Alim,m,n/a
Alime,f,ar
Alipek,f,tr
Aliş,m,ar
Alisa,f,n/a
Alişah,m,pr
Alişan,m,ar
Alise,f,tr
Aliyar,m,ar-pr
Aliye,f,n/a
Alıcı,m,tr
Alımlı,f,tr
Alınak,m,tr
Alıncak,f,tr
Alışık,u,tr
Alışın,f,tr
Alkan,m,tr
Alkaş,m,tr
Alkılıç,m,tr
Alkım,u,tr
Alkın,m,n/a
Alkış,m,tr
Alkoç,m,tr
Alkor,u,tr
Alköz,f,tr
Alkun,m,tr
Alkur,m,tr
Allahverdi,m,tr
Allı,f,tr
Allıkız,f,tr
Almabanu,f,tr
Almagül,f,tr
Almila,f,n/a
Almile,f,tr
Almina,f,n/a
Almira,f,n/a
Almula,f,tr
Alnar,m,pr-tr
Alnıaçık,m,tr
Alnıak,m,tr
Alp,m,n/a
Alpağan,m,tr
Alpagu,m,tr
Alpak,m,tr
Alpar,m,tr
Alparslan,m,tr
Alpartun,m,tr
Alpaslan,m,tr
Alpat,m,tr
Alpata,m,tr
Alpay,m,tr
Alpaydın,m,tr
Alpayer,m,tr
Alpbilge,m,tr
Alpçetin,m,tr
Alpdemir,m,tr
Alpdoğan,m,tr
Alper,m,n/a
Alperen,m,n/a
Alpergin,m,tr
Alpermiş,m,tr
Alpertunga,m,tr
Alpgiray,m,tr
Alphan,m,tr
Alpkan,m,tr
Alpkanat,m,tr
Alpkartal,m,tr
Alpkın,m,tr
Alpkülük,m,tr
Alpkutlu,m,tr
Alpman,m,tr
Alpnur,f,ar-tr
Alpoğan,m,tr
Alpsoy,m,tr
Alpsü,m,tr
Alptekin,m,tr
Alptoğan,m,tr
Alptuğ,m,tr
Alpyürek,m,tr
Alpyürük,m,tr
Alsan,m,tr
Alsancak,m,tr
Alsevin,f,tr
Alsoy,u,ar-tr
Alsu,f,tr
Altaç,f,pr-tr
Altan,m,n/a
Altaner,m,tr
Altar,m,n/a
Altaş,m,tr
Altav,m,tr
Altay,m,n/a
Altemür,m,tr
Alten,m,pr-tr
Altın,f,n/a
Altınay,f,tr
Altınbaran,m,tr
Altınbaş,m,tr
Altınbaşak,f,tr
Altınbay,m,tr
Altınbike,f,tr
Altınçiçek,f,tr
Altındal,f,tr
Altınel,m,tr
Altıner,m,tr
Altıngül,f,pr-tr
Altınhan,m,tr
Altınhanım,f,tr
Altınhatun,f,tr
Altıniz,u,tr
Altınışık,u,tr
Altınışın,u,tr
Altınkaya,m,tr
Altınkılıç,m,tr
Altınkız,f,tr
Altınnur,f,ar-tr
Altınok,m,tr
Altınöz,m,tr
Altınsaç,f,tr
Altınsoy,m,tr
Altıntaç,u,pr-tr
Altıntaş,m,tr
Altıntop,m,tr
Altıntuğ,m,tr
Altoğan,m,tr
Altop,m,tr
Altuğ,m,n/a
Altun,f,n/a
Altuna,m,tr
Altunay,m,tr
Altunbaş,m,tr
Altunç,m,tr
Altunçağ,m,tr
Altuncan,f,pr-tr
Altuner,m,tr
Altunhan,m,tr
Altuntaş,m,tr
Alya,m,n/a
Alyipek,f,tr
Amaç,m,tr
Amanullah,m,ar
Amber,f,ar
Amil,m,ar
Amile,f,ar
Amine,f,ar
Amir,m,ar
Amiran,f,ar-pr
Amire,f,ar
Ammar,m,n/a
Amre,f,ar
Anabacı,f,tr
Anabörü,f,tr
Anadolu,m,tr
Anahanım,f,tr
Anakadın,f,tr
Anakız,f,tr
Anar,f,tr
Anargül,f,pr-tr
Anber,f,ar
Ancı,m,tr
Ançıbay,m,tr
Andaç,f,n/a
Andak,m,tr
Andelip,f,ar
Andıç,m,tr
Angı,m,tr
Angıl,m,tr
Angın,m,tr
Angış,m,tr
Angıt,m,tr
Anı,m,tr
Anık,m,tr
Anıl,u,n/a
Anıt,m,tr
Anka,f,ar
Anlı,m,tr
Annak,m,tr
Ant,m,tr
Apa,m,tr
Apak,m,tr
Apakhan,m,tr
Apaydın,m,tr
Aracı,m,tr
Arafat,m,ar
Aral,m,tr
Aran,m,tr
Aras,m,tr
Arat,m,tr
Araz,u,tr
Arbaş,m,tr
Arbay,m,tr
Arbek,m,tr
Arca,m,tr
Arcan,m,pr-tr
Arda,u,tr
Ardahan,m,tr
Ardemir,m,tr
Ardıç,m,tr
Ardıl,m,tr
Arefe,f,ar
Arel,m,tr
Arer,m,tr
Argana,f,tr
Argın,m,tr
Argu,m,tr
Arguç,m,tr
Argüden,m,tr
Argüder,m,tr
Argün,m,n/a
Arhan,m,tr
Arif,m,n/a
Arife,f,ar
Arı,m,tr
Arıbal,m,tr
Arıbaş,m,tr
Arıboğa,m,tr
Arıç,m,tr
Arıca,m,tr
Arıcan,m,pr-tr
Arıel,m,tr
Arıer,m,tr
Arığ,m,tr
Arıhan,m,tr
Arık,m,tr
Arıkal,m,tr
Arıkan,m,tr
Arıkboğa,m,tr
Arıker,m,tr
Arıkhan,m,tr
Arıkiz,m,tr
Arıkol,m,tr
Arıkut,m,tr
Arıl,m,tr
Arıman,m,tr
Arın,m,tr
Arınç,m,tr
Arınık,m,tr
Arıpınar,m,tr
Arış,m,tr
Arısal,m,tr
Arısan,m,tr
Arısoy,m,tr
Arısu,m,tr
Arıtan,m,tr
Arıtaş,m,tr
Arıyüz,m,tr
Arkadaş,m,tr
Arkan,m,n/a
Arkay,f,tr
Arkın,m,n/a
Arkış,m,tr
Arkoç,m,tr
Arkun,m,tr
Arkut,m,tr
Arlan,m,tr
Armağan,u,tr
Arman,m,tr
Armanç,f,tr
Armine,f,hb
Arna,m,tr
Arol,m,tr
Arpad,m,tr
Arpağ,m,tr
Arpak,m,tr
Arpınar,m,tr
Arsan,m,tr
Arslan,m,tr
Arslaner,m,tr
Arsoy,m,tr
Artaç,m,n/a
Artam,m,tr
Artan,m,tr
Artık,m,tr
Artuç,m,tr
Artuk,m,tr
Artun,m,n/a
Artunç,m,tr
Artut,m,tr
Aru,m,tr
Arukan,m,tr
Arukız,f,tr
Arya,u,n/a
Aryüz,m,tr
Arziye,f,ar
Arzık,m,tr
Arzu,f,n/a
Arzugül,f,pr
Arzuhan,f,pr
Arzum,f,pr
Aşa,f,tr
Asaf,m,n/a
Asal,m,tr
Asalbegim,f,tr
Asalbegüm,f,tr
Asalet,m,ar
Asan,m,pr
Aşcır,m,tr
Asena,f,n/a
Asfer,f,ar
Asil,m,n/a
Asile,f,ar
Asime,f,ar
Asimegül,f,ar-pr
Aşina,f,pr
Asiye,f,ar
Âsiye,f,ar
Ası,m,tr
Asıf,m,ar
Aşık,m,ar
Asılbanu,f,ar-pr
Asılgül,f,ar-pr
Asım,m,n/a
Asıma,f,ar
Aşır,m,ar
Aşkan,m,tr
Asker,m,ar
Aşkım,f,ar-tr
Aşkın,f,n/a
Aşkınay,m,tr
Aşkıner,m,tr
Aslan,m,tr
Aslaner,m,tr
Aslanhan,m,tr
Aslin,f,n/a
Asliye,f,ar
Aslı,f,n/a
Aslıbey,m,ar-tr
Aslıgül,f,ar-tr
Aslıhan,f,n/a
Aslım,f,tr
Aslınur,f,ar-tr
Asma,f,tr
Asri,m,ar
Asrın,m,n/a
Asu,u,tr
Asude,f,n/a
Asuman,f,pr
Asutay,m,tr
Asya,f,n/a
Asye,f,ar
Ata,m,n/a
Ataan,m,tr
Atabay,m,tr
Atabek,m,tr
Ataberk,m,tr
Atabey,m,n/a
Atabörü,m,tr
Ataç,m,tr
Atacan,m,pr-tr
Atadan,m,tr
Ataergin,m,tr
Atagül,f,pr-tr
Atagün,m,tr
Atahan,m,n/a
Atak,m,tr
Atakan,m,n/a
Ataker,m,tr
Atakul,m,tr
Atakurt,m,tr
Atakut,m,tr
Atalan,m,tr
Atalay,m,n/a
Atalmış,m,tr
Ataman,m,tr
Atambay,m,tr
Atamer,m,tr
Atamtürk,m,tr
Ataner,m,tr
Atanur,m,n/a
Ataol,m,tr
Ataöv,m,tr
Atasagun,m,tr
Atasan,m,tr
Atasay,m,tr
Atasev,m,tr
Ataseven,m,tr
Atasever,m,tr
Atasevin,m,tr
Atasoy,m,tr
Atasü,m,tr
Atatöre,m,tr
Atatuğ,m,tr
Atatüre,m,tr
Atatürk,m,tr
Ataullah,m,ar
Ataün,m,tr
Atay,m,n/a
Ateş,m,n/a
Atfi,m,ar
Atgun,m,tr
Atik,m,ar
Âtik,f,ar
Atike,f,ar
Atila,m,tr
Atilla,m,n/a
Atime,f,ar
Atiye,f,ar
Atıf,m,n/a
Atıfa,f,ar
Atıfe,f,ar
Atıl,m,n/a
Atılay,m,n/a
Atılgan,m,tr
Atılım,m,tr
Atınç,m,n/a
Atız,m,tr
Atlan,m,tr
Atlas,u,ar
Atlı,m,tr
Atlığ,m,tr
Atlıhan,m,n/a
Atmaca,m,tr
Atom,m,pr
Attila,m,n/a
Atuf,m,ar
Avar,m,tr
Avcı,m,tr
Avhan,m,tr
Avkan,m,tr
Avni,m,n/a
Avniye,f,ar
Avşar,m,tr
Avunç,u,tr
Ay,u,tr
Aya,f,tr
Ayaba,f,tr
Ayaça,f,tr
Ayal,f,ar-tr
Ayalp,m,tr
Ayaltın,u,tr
Ayana,f,tr
Ayanç,m,tr
Ayanfer,f,ar-pr
Ayas,u,tr
Ayaşan,f,tr
Ayasun,f,tr
Ayata,m,tr
Ayataç,u,tr
Ayaydın,m,tr
Ayaz,m,tr
Aybala,m,tr
Aybanu,f,tr
Aybar,m,tr
Aybars,u,n/a
Aybaş,m,tr
Aybay,m,tr
Aybegim,f,tr
Aybegüm,f,tr
Aybek,m,tr
Aybel,f,n/a
Ayben,f,ar
Aybeniz,f,tr
Ayberk,m,n/a
Aybet,f,pr-tr
Aybey,m,tr
Aybige,f,tr
Aybike,f,tr
Aybir,f,tr
Aybirgen,f,tr
Ayboğa,m,tr
Aybora,m,tr
Aybüge,f,tr
Aybüke,f,n/a
Ayça,f,n/a
Ayçağ,f,tr
Aycagül,f,pr-tr
Aycahan,f,tr
Aycan,f,ar
Aycennet,f,ar-tr
Ayceren,f,mg
Ayçetin,m,tr
Ayçiçek,f,tr
Aycihan,m,pr-tr
Ayçin,f,n/a
Aycıl,m,tr
Ayçolpan,f,tr
Ayçulpan,f,tr
Ayda,f,tr
Aydagül,f,pr-tr
Aydan,f,n/a
Aydanarı,f,tr
Aydanur,f,ar-tr
Aydar,u,tr
Aydemir,m,tr
Aydeniz,u,tr
Aydenk,f,tr
Aydil,f,pr-tr
Aydilek,f,tr
Aydinç,u,tr
Aydın,m,n/a
Aydınalp,m,tr
Aydınay,u,tr
Aydınbay,m,tr
Aydınbey,m,tr
Aydınel,m,tr
Aydıner,m,tr
Aydınol,m,tr
Aydıntan,m,tr
Aydıntuğ,m,tr
Aydınyol,m,tr
Aydoğan,u,tr
Aydoğdu,m,tr
Aydoğmuş,m,tr
Aydolu,f,tr
Aydolun,u,tr
Aydonat,m,tr
Ayduru,f,tr
Ayet,m,ar
Ayetullah,m,ar
Ayfer,f,n/a
Ayferi,f,pr-tr
Ayferim,f,pr-tr
Aygen,f,n/a
Aygerim,f,tr
Aygök,f,tr
Aygöl,f,tr
Aygönenç,f,tr
Aygönül,f,tr
Aygül,f,n/a
Aygüler,f,tr
Aygülhan,f,pr-tr
Aygümüş,f,tr
Aygün,m,n/a
Aygüner,m,tr
Aygünkız,f,tr
Aygür,f,tr
Aygut,m,tr
Aygutalp,m,tr
Aygüzel,f,tr
Ayhan,m,n/a
Ayhanım,f,tr
Ayhatun,f,tr
Ayilkin,f,tr
Ayık,m,tr
Ayım,f,tr
Ayımbet,f,tr
Ayımşa,f,tr
Ayışığı,f,tr
Ayışını,f,tr
Aykaç,m,tr
Aykal,u,tr
Aykan,m,n/a
Aykaş,f,tr
Aykatun,f,tr
Aykın,m,tr
Aykız,f,tr
Aykönül,f,tr
Aykul,m,tr
Aykün,f,tr
Aykurt,m,tr
Aykut,m,n/a
Aykutalp,m,tr
Aykutlu,m,tr
Ayla,f,n/a
Aylan,u,tr
Aylanur,f,ar-tr
Aylin,f,n/a
Ayman,m,tr
Aymaral,f,tr
Aymelek,f,ar-tr
Aymete,m,tr
Aymutlu,m,tr
Ayna,f,pr
Aynagül,f,pr
Ayni,m,ar
Aynisa,f,ar-tr
Aynişah,f,ar-pr
Ayniye,f,ar
Aynıfer,f,ar-pr
Aynımah,f,ar-pr
Aynüddevle,m,ar
Aynur,f,n/a
Aypar,m,tr
Aypare,u,n/a
Aypars,m,tr
Ayperi,f,n/a
Aypınar,f,tr
Aypolat,m,tr
Ayral,u,tr
Ayrıl,m,tr
Aysal,u,tr
Ayşan,f,n/a
Ayşe,f,ar
Ayşecan,f,ar-pr
Ayşedudu,f,ar-pr
Ayşegül,f,ar-pr
Ayşehan,f,ar-tr
Aysel,f,n/a
Ayselen,f,tr
Aysema,f,ar-tr
Ayşen,f,n/a
Ayşenur,f,ar
Ayser,f,tr
Aysere,f,tr
Ayseren,f,tr
Aysev,u,tr
Ayseven,f,tr
Aysever,m,tr
Aysevil,f,tr
Aysevim,f,tr
Aysevin,m,tr
Aysim,f,pr-tr
Aysima,f,n/a
Ayşin,f,n/a
Aysine,f,pr-tr
Ayşirin,f,pr-tr
Ayşıl,f,tr
Aysılu,f,tr
Ayşöhret,f,ar-tr
Aysoy,u,tr
Aysu,f,n/a
Aysuda,f,tr
Aysultan,f,ar-tr
Aysun,f,n/a
Aysuna,f,tr
Aysunar,u,tr
Aysunay,f,tr
Aysungur,m,tr
Aytaç,m,n/a
Aytan,m,tr
Aytar,m,tr
Aytek,u,tr
Aytekin,m,n/a
Aytemiz,u,tr
Aytemur,m,tr
Ayten,f,n/a
Ayterim,f,tr
Aytigin,m,tr
Aytimur,m,tr
Aytirim,f,tr
Aytış,m,tr
Aytok,m,tr
Aytolun,u,tr
Aytop,u,tr
Aytöre,u,tr
Aytöz,f,tr
Aytuğ,u,n/a
Aytül,f,n/a
Aytün,u,tr
Aytuna,f,n/a
Aytunç,m,tr
Aytunca,m,tr
Aytunga,m,tr
Aytürk,u,tr
Aytutkun,f,tr
Ayulduz,f,tr
Ayülger,f,tr
Ayülker,f,tr
Ayün,m,tr
Ayvaz,m,n/a
Ayver,f,tr
Ayverdi,u,tr
Ayyalap,f,tr
Ayyalın,f,tr
Ayyarkın,u,tr
Ayyaruk,u,tr
Ayyıldız,u,tr
Ayyuca,f,tr
Ayyüce,u,n/a
Ayyüz,f,tr
Ayzıt,f,tr
Ayzühre,f,ar-tr
Azade,f,pr
Azadi,m,pr
Azam,m,ar
Azamet,m,ar
Azamettin,m,ar
Azat,m,pr
Azelya,f,gr
Azer,m,pr
Azim,m,ar
Azime,f,ar
Azimet,f,ar
Aziz,m,n/a
Azize,f,n/a
Azmi,m,n/a
Azmidil,f,ar-pr
Azmun,m,pr
Aznavur,m,ge
Azra,f,n/a
Azrak,m,tr
Azze,f,ar
Babaç,m,tr
Babacan,m,tr
Babayiğit,m,tr
Babür,m,n/a
Babürşah,m,pr
Bacı,f,tr
Bade,f,n/a
Badegül,f,pr
Badiye,f,ar
Bağatur,m,tr
Bağdaç,m,tr
